timestamp,src_ip,dst_ip,dst_port,proto,bytes_sent,bytes_recv,duration_sec
2026-09-20T02:41:46,10.20.0.24,93.184.216.35,80,tcp,919,45190,11.61
2026-09-20T02:41:50,10.20.0.28,93.184.216.34,443,tcp,1422,37386,11.39
2026-09-20T02:42:24,10.20.0.31,93.184.215.12,443,tcp,4816,43629,0.49
2026-09-20T02:44:59,10.20.0.77,185.220.101.42,443,tcp,345,189,0.31
2026-09-20T02:46:03,10.20.0.20,93.184.214.88,443,tcp,442,42057,3.35
2026-09-20T02:47:37,10.20.0.30,93.184.216.34,443,tcp,5066,33731,4.68
2026-09-20T02:49:52,10.20.0.77,185.220.101.42,443,tcp,350,207,0.47
2026-09-20T02:50:05,10.20.0.37,93.184.215.12,443,tcp,3716,38078,4.91
2026-09-20T02:50:08,10.20.0.28,93.184.215.12,443,tcp,4312,44627,10.83
2026-09-20T02:50:37,10.20.0.39,93.184.216.34,443,tcp,6989,36390,10.84
2026-09-20T02:51:19,10.20.0.26,93.184.215.12,443,tcp,1000,29145,2.86
2026-09-20T02:52:02,10.20.0.12,93.184.214.88,443,tcp,6430,35411,9.21
2026-09-20T02:52:16,10.20.0.18,93.184.216.35,443,tcp,2448,8703,7.54
2026-09-20T02:52:28,10.20.0.22,93.184.216.34,443,tcp,4879,34370,9.63
2026-09-20T02:52:30,10.20.0.29,93.184.214.88,443,tcp,5796,16283,6.02
2026-09-20T02:52:38,10.20.0.21,93.184.214.88,443,tcp,6322,31896,2.65
2026-09-20T02:53:04,10.20.0.10,93.184.215.12,443,tcp,7040,10298,6.63
2026-09-20T02:54:50,10.20.0.77,185.220.101.42,443,tcp,354,200,0.37
2026-09-20T02:56:06,10.20.0.30,93.184.216.34,443,tcp,3520,25355,4.59
2026-09-20T02:59:48,10.20.0.77,185.220.101.42,443,tcp,357,200,0.42
2026-09-20T03:00:35,10.20.0.28,93.184.216.34,443,tcp,2592,2642,3.37
2026-09-20T03:03:23,10.20.0.30,93.184.214.88,443,tcp,7301,30757,2.26
2026-09-20T03:04:40,10.20.0.77,185.220.101.42,443,tcp,340,195,0.57
2026-09-20T03:05:01,10.20.0.33,93.184.216.35,443,tcp,4468,11613,8.26
2026-09-20T03:05:38,10.20.0.13,93.184.216.35,443,tcp,1562,42901,7.39
2026-09-20T03:06:04,10.20.0.17,93.184.216.34,443,tcp,6462,27774,7.32
2026-09-20T03:07:01,10.20.0.17,93.184.214.88,80,tcp,4748,16249,8.32
2026-09-20T03:08:20,10.20.0.12,93.184.215.12,80,tcp,6073,47611,5.8
2026-09-20T03:09:22,10.20.0.38,93.184.216.34,443,tcp,6364,8571,7.12
2026-09-20T03:09:37,10.20.0.77,185.220.101.42,443,tcp,378,205,0.3
2026-09-20T03:11:25,10.20.0.19,93.184.214.88,443,tcp,994,2186,2.56
2026-09-20T03:11:37,10.20.0.18,93.184.214.88,443,tcp,3634,13571,7.75
2026-09-20T03:14:00,10.20.0.55,45.61.33.90,443,tcp,482000000,12000,340.5
2026-09-20T03:14:37,10.20.0.77,185.220.101.42,443,tcp,378,205,0.58
2026-09-20T03:15:08,10.20.0.33,93.184.216.34,443,tcp,2766,24588,10.58
2026-09-20T03:15:25,10.20.0.30,93.184.216.35,443,tcp,6251,47890,10.22
2026-09-20T03:17:10,10.20.0.11,93.184.216.35,443,tcp,1992,1806,6.36
2026-09-20T03:18:35,10.20.0.34,93.184.216.34,443,tcp,1452,41620,2.0
2026-09-20T03:19:37,10.20.0.77,185.220.101.42,443,tcp,367,208,0.41
2026-09-20T03:23:18,10.20.0.29,93.184.215.12,80,tcp,301,19626,5.02
2026-09-20T03:23:22,10.20.0.22,93.184.215.12,443,tcp,3924,32484,3.99
2026-09-20T03:23:23,10.20.0.20,93.184.214.88,443,tcp,3733,43336,2.06
2026-09-20T03:23:37,10.20.0.17,93.184.216.34,80,tcp,7958,8198,7.81
2026-09-20T03:23:39,10.20.0.23,93.184.216.34,443,tcp,6850,9027,6.72
2026-09-20T03:24:40,10.20.0.77,185.220.101.42,443,tcp,369,188,0.37
2026-09-20T03:27:55,10.20.0.10,93.184.216.35,80,tcp,838,9196,7.16
2026-09-20T03:29:41,10.20.0.77,185.220.101.42,443,tcp,373,206,0.49
2026-09-20T03:31:12,10.20.0.22,93.184.215.12,443,tcp,4769,24460,9.08
2026-09-20T03:33:15,10.20.0.24,93.184.214.88,443,tcp,750,20178,0.63
2026-09-20T03:34:36,10.20.0.77,185.220.101.42,443,tcp,340,196,0.6
2026-09-20T03:35:03,10.20.0.34,93.184.216.34,80,tcp,1562,45982,3.66
2026-09-20T03:35:24,10.20.0.18,93.184.216.35,443,tcp,6318,34499,6.74
2026-09-20T03:36:27,10.20.0.36,93.184.215.12,443,tcp,1327,3010,3.51
2026-09-20T03:36:46,10.20.0.34,93.184.216.35,443,tcp,2367,43781,1.07
2026-09-20T03:38:53,10.20.0.23,93.184.215.12,80,tcp,1023,45142,9.27
2026-09-20T03:39:39,10.20.0.77,185.220.101.42,443,tcp,375,200,0.48
2026-09-20T03:43:43,10.20.0.33,93.184.216.35,443,tcp,7366,2612,5.45
2026-09-20T03:43:54,10.20.0.31,93.184.216.34,443,tcp,3656,2582,0.45
2026-09-20T03:44:40,10.20.0.77,185.220.101.42,443,tcp,359,201,0.33
2026-09-20T03:47:04,10.20.0.16,93.184.216.35,80,tcp,4230,4425,11.67
2026-09-20T03:48:30,10.20.0.37,93.184.216.35,443,tcp,3572,45960,6.0
2026-09-20T03:49:34,10.20.0.77,185.220.101.42,443,tcp,361,188,0.49
2026-09-20T03:51:57,10.20.0.20,93.184.216.35,80,tcp,1203,18029,5.45
2026-09-20T03:53:41,10.20.0.14,93.184.215.12,443,tcp,7972,26432,4.05
2026-09-20T03:54:34,10.20.0.77,185.220.101.42,443,tcp,356,200,0.51
2026-09-20T03:56:08,10.20.0.22,93.184.216.34,80,tcp,2022,13579,9.82
2026-09-20T03:56:24,10.20.0.21,93.184.215.12,443,tcp,6447,18756,6.93
2026-09-20T03:58:42,10.20.0.17,93.184.216.35,443,tcp,4593,29900,1.77
2026-09-20T03:59:26,10.20.0.23,93.184.215.12,443,tcp,5089,31602,3.26
2026-09-20T03:59:35,10.20.0.77,185.220.101.42,443,tcp,352,184,0.46
2026-09-20T04:02:10,10.20.0.36,93.184.214.88,443,tcp,4591,1577,7.62
2026-09-20T04:02:18,10.20.0.37,93.184.215.12,443,tcp,3260,46672,11.31
2026-09-20T04:04:34,10.20.0.77,185.220.101.42,443,tcp,343,205,0.56
2026-09-20T04:09:32,10.20.0.21,93.184.215.12,80,tcp,5257,11806,9.78
2026-09-20T04:09:38,10.20.0.77,185.220.101.42,443,tcp,360,201,0.34
2026-09-20T04:10:12,10.20.0.34,93.184.216.35,443,tcp,1085,38424,0.41
2026-09-20T04:11:24,10.20.0.10,93.184.215.12,443,tcp,5747,11271,11.17
2026-09-20T04:13:14,10.20.0.34,93.184.214.88,443,tcp,6957,575,7.93
2026-09-20T04:14:30,10.20.0.77,185.220.101.42,443,tcp,371,189,0.38
2026-09-20T04:15:28,10.20.0.15,93.184.215.12,443,tcp,4384,25958,5.08
2026-09-20T04:16:29,10.20.0.30,93.184.215.12,443,tcp,5235,14973,2.71
2026-09-20T04:19:09,10.20.0.15,93.184.214.88,443,tcp,1243,48200,11.75
2026-09-20T04:19:35,10.20.0.77,185.220.101.42,443,tcp,365,192,0.52
2026-09-20T04:23:26,10.20.0.37,93.184.214.88,443,tcp,4113,5141,2.82
2026-09-20T04:24:33,10.20.0.77,185.220.101.42,443,tcp,361,203,0.51
2026-09-20T04:25:07,10.20.0.16,93.184.216.35,443,tcp,6674,32876,0.41
2026-09-20T04:26:10,10.20.0.11,93.184.216.35,80,tcp,5434,41316,5.54
2026-09-20T04:29:40,10.20.0.77,185.220.101.42,443,tcp,362,196,0.39
2026-09-20T04:34:37,10.20.0.77,185.220.101.42,443,tcp,375,185,0.39
2026-09-20T04:38:48,10.20.0.29,93.184.216.34,80,tcp,5048,37487,7.99
2026-09-20T04:39:44,10.20.0.77,185.220.101.42,443,tcp,348,203,0.38
2026-09-20T04:40:28,10.20.0.31,93.184.214.88,443,tcp,1552,17870,6.38
2026-09-20T04:44:41,10.20.0.77,185.220.101.42,443,tcp,361,200,0.33
2026-09-20T04:45:32,10.20.0.17,93.184.215.12,443,tcp,7170,21144,11.12
2026-09-20T04:47:04,10.20.0.12,93.184.215.12,443,tcp,6323,27730,2.19
2026-09-20T04:48:42,10.20.0.35,93.184.215.12,443,tcp,4310,18360,9.98
2026-09-20T04:49:44,10.20.0.77,185.220.101.42,443,tcp,354,203,0.56
2026-09-20T04:51:47,10.20.0.25,93.184.216.35,80,tcp,6325,40197,4.55
2026-09-20T04:53:09,10.20.0.37,93.184.214.88,443,tcp,1779,7882,4.04
2026-09-20T04:53:21,10.20.0.18,93.184.216.34,443,tcp,6281,36756,1.95
2026-09-20T04:54:49,10.20.0.77,185.220.101.42,443,tcp,361,191,0.38
2026-09-20T04:55:50,10.20.0.34,93.184.214.88,443,tcp,7501,25566,5.44
2026-09-20T04:56:21,10.20.0.22,93.184.214.88,443,tcp,5692,49202,8.39
2026-09-20T04:59:33,10.20.0.22,93.184.216.35,443,tcp,760,35267,6.8
2026-09-20T04:59:50,10.20.0.77,185.220.101.42,443,tcp,369,207,0.34
2026-09-20T05:01:10,10.20.0.28,93.184.214.88,80,tcp,1721,32394,7.66
2026-09-20T05:02:00,10.20.0.91,10.20.0.5,9679,tcp,0,0,0.01
2026-09-20T05:02:00.250000,10.20.0.91,10.20.0.5,7909,tcp,0,0,0.01
2026-09-20T05:02:00.500000,10.20.0.91,10.20.0.5,9322,tcp,0,0,0.01
2026-09-20T05:02:00.750000,10.20.0.91,10.20.0.5,7179,tcp,0,0,0.01
2026-09-20T05:02:01,10.20.0.91,10.20.0.5,2970,tcp,0,0,0.01
2026-09-20T05:02:01.250000,10.20.0.91,10.20.0.5,6222,tcp,0,0,0.01
2026-09-20T05:02:01.500000,10.20.0.91,10.20.0.5,5876,tcp,0,0,0.01
2026-09-20T05:02:01.750000,10.20.0.91,10.20.0.5,473,tcp,0,0,0.01
2026-09-20T05:02:02,10.20.0.91,10.20.0.5,2141,tcp,0,0,0.01
2026-09-20T05:02:02.250000,10.20.0.91,10.20.0.5,7915,tcp,0,0,0.01
2026-09-20T05:02:02.500000,10.20.0.91,10.20.0.5,7998,tcp,0,0,0.01
2026-09-20T05:02:02.750000,10.20.0.91,10.20.0.5,1851,tcp,0,0,0.01
2026-09-20T05:02:03,10.20.0.91,10.20.0.5,6739,tcp,0,0,0.01
2026-09-20T05:02:03.250000,10.20.0.91,10.20.0.5,7221,tcp,0,0,0.01
2026-09-20T05:02:03.500000,10.20.0.91,10.20.0.5,754,tcp,0,0,0.01
2026-09-20T05:02:03.750000,10.20.0.91,10.20.0.5,1038,tcp,0,0,0.01
2026-09-20T05:02:04,10.20.0.91,10.20.0.5,4287,tcp,0,0,0.01
2026-09-20T05:02:04.250000,10.20.0.91,10.20.0.5,5149,tcp,0,0,0.01
2026-09-20T05:02:04.500000,10.20.0.91,10.20.0.5,203,tcp,0,0,0.01
2026-09-20T05:02:04.750000,10.20.0.91,10.20.0.5,8599,tcp,0,0,0.01
2026-09-20T05:02:05,10.20.0.91,10.20.0.5,9448,tcp,0,0,0.01
2026-09-20T05:02:05.250000,10.20.0.91,10.20.0.5,9258,tcp,0,0,0.01
2026-09-20T05:02:05.500000,10.20.0.91,10.20.0.5,3670,tcp,0,0,0.01
2026-09-20T05:02:05.750000,10.20.0.91,10.20.0.5,5543,tcp,0,0,0.01
2026-09-20T05:02:06,10.20.0.91,10.20.0.5,8505,tcp,0,0,0.01
2026-09-20T05:02:06.250000,10.20.0.91,10.20.0.5,8571,tcp,0,0,0.01
2026-09-20T05:02:06.500000,10.20.0.91,10.20.0.5,1561,tcp,0,0,0.01
2026-09-20T05:02:06.750000,10.20.0.91,10.20.0.5,7092,tcp,0,0,0.01
2026-09-20T05:02:07,10.20.0.91,10.20.0.5,4073,tcp,0,0,0.01
2026-09-20T05:02:07.250000,10.20.0.91,10.20.0.5,7896,tcp,0,0,0.01
2026-09-20T05:02:07.500000,10.20.0.91,10.20.0.5,5665,tcp,0,0,0.01
2026-09-20T05:02:07.750000,10.20.0.91,10.20.0.5,6306,tcp,0,0,0.01
2026-09-20T05:02:08,10.20.0.91,10.20.0.5,2436,tcp,0,0,0.01
2026-09-20T05:02:08.250000,10.20.0.91,10.20.0.5,9148,tcp,0,0,0.01
2026-09-20T05:02:08.500000,10.20.0.91,10.20.0.5,895,tcp,0,0,0.01
2026-09-20T05:02:08.750000,10.20.0.91,10.20.0.5,191,tcp,0,0,0.01
2026-09-20T05:02:09,10.20.0.91,10.20.0.5,2572,tcp,0,0,0.01
2026-09-20T05:02:09.250000,10.20.0.91,10.20.0.5,8284,tcp,0,0,0.01
2026-09-20T05:02:09.500000,10.20.0.91,10.20.0.5,7689,tcp,0,0,0.01
2026-09-20T05:02:09.750000,10.20.0.91,10.20.0.5,8124,tcp,0,0,0.01
2026-09-20T05:02:10,10.20.0.91,10.20.0.5,2710,tcp,0,0,0.01
2026-09-20T05:02:10.250000,10.20.0.91,10.20.0.5,1227,tcp,0,0,0.01
2026-09-20T05:02:10.500000,10.20.0.91,10.20.0.5,8056,tcp,0,0,0.01
2026-09-20T05:02:10.750000,10.20.0.91,10.20.0.5,5254,tcp,0,0,0.01
2026-09-20T05:02:11,10.20.0.91,10.20.0.5,3947,tcp,0,0,0.01
2026-09-20T05:02:11.250000,10.20.0.91,10.20.0.5,5422,tcp,0,0,0.01
2026-09-20T05:02:11.500000,10.20.0.91,10.20.0.5,4558,tcp,0,0,0.01
2026-09-20T05:02:11.750000,10.20.0.91,10.20.0.5,825,tcp,0,0,0.01
2026-09-20T05:02:12,10.20.0.91,10.20.0.5,8306,tcp,0,0,0.01
2026-09-20T05:02:12.250000,10.20.0.91,10.20.0.5,3649,tcp,0,0,0.01
2026-09-20T05:02:12.500000,10.20.0.91,10.20.0.5,9020,tcp,0,0,0.01
2026-09-20T05:02:12.750000,10.20.0.91,10.20.0.5,6204,tcp,0,0,0.01
2026-09-20T05:02:13,10.20.0.91,10.20.0.5,6608,tcp,0,0,0.01
2026-09-20T05:02:13.250000,10.20.0.91,10.20.0.5,3851,tcp,0,0,0.01
2026-09-20T05:02:13.500000,10.20.0.91,10.20.0.5,1292,tcp,0,0,0.01
2026-09-20T05:02:13.750000,10.20.0.91,10.20.0.5,7522,tcp,0,0,0.01
2026-09-20T05:02:14,10.20.0.91,10.20.0.5,7278,tcp,0,0,0.01
2026-09-20T05:02:14.250000,10.20.0.91,10.20.0.5,9389,tcp,0,0,0.01
2026-09-20T05:02:14.500000,10.20.0.91,10.20.0.5,7342,tcp,0,0,0.01
2026-09-20T05:02:14.750000,10.20.0.91,10.20.0.5,1443,tcp,0,0,0.01
2026-09-20T05:02:15,10.20.0.91,10.20.0.5,8167,tcp,0,0,0.01
2026-09-20T05:02:15.250000,10.20.0.91,10.20.0.5,7325,tcp,0,0,0.01
2026-09-20T05:02:15.500000,10.20.0.91,10.20.0.5,5179,tcp,0,0,0.01
2026-09-20T05:02:15.750000,10.20.0.91,10.20.0.5,1945,tcp,0,0,0.01
2026-09-20T05:02:16,10.20.0.91,10.20.0.5,8149,tcp,0,0,0.01
2026-09-20T05:02:16.250000,10.20.0.91,10.20.0.5,292,tcp,0,0,0.01
2026-09-20T05:02:16.500000,10.20.0.91,10.20.0.5,1682,tcp,0,0,0.01
2026-09-20T05:02:16.750000,10.20.0.91,10.20.0.5,6610,tcp,0,0,0.01
2026-09-20T05:02:17,10.20.0.91,10.20.0.5,6756,tcp,0,0,0.01
2026-09-20T05:02:17.250000,10.20.0.91,10.20.0.5,588,tcp,0,0,0.01
2026-09-20T05:02:17.500000,10.20.0.91,10.20.0.5,9129,tcp,0,0,0.01
2026-09-20T05:02:17.750000,10.20.0.91,10.20.0.5,8997,tcp,0,0,0.01
2026-09-20T05:02:18,10.20.0.91,10.20.0.5,3,tcp,0,0,0.01
2026-09-20T05:02:18.250000,10.20.0.91,10.20.0.5,1490,tcp,0,0,0.01
2026-09-20T05:02:18.500000,10.20.0.91,10.20.0.5,9900,tcp,0,0,0.01
2026-09-20T05:02:18.750000,10.20.0.91,10.20.0.5,4991,tcp,0,0,0.01
2026-09-20T05:02:19,10.20.0.91,10.20.0.5,8329,tcp,0,0,0.01
2026-09-20T05:02:19.250000,10.20.0.91,10.20.0.5,9214,tcp,0,0,0.01
2026-09-20T05:02:19.500000,10.20.0.91,10.20.0.5,3390,tcp,0,0,0.01
2026-09-20T05:02:19.750000,10.20.0.91,10.20.0.5,7475,tcp,0,0,0.01
2026-09-20T05:02:20,10.20.0.91,10.20.0.5,5585,tcp,0,0,0.01
2026-09-20T05:02:20.250000,10.20.0.91,10.20.0.5,5954,tcp,0,0,0.01
2026-09-20T05:02:20.500000,10.20.0.91,10.20.0.5,890,tcp,0,0,0.01
2026-09-20T05:02:20.750000,10.20.0.91,10.20.0.5,3653,tcp,0,0,0.01
2026-09-20T05:02:21,10.20.0.91,10.20.0.5,7446,tcp,0,0,0.01
2026-09-20T05:02:21.250000,10.20.0.91,10.20.0.5,5440,tcp,0,0,0.01
2026-09-20T05:02:21.500000,10.20.0.91,10.20.0.5,9178,tcp,0,0,0.01
2026-09-20T05:02:21.750000,10.20.0.91,10.20.0.5,9830,tcp,0,0,0.01
2026-09-20T05:02:22,10.20.0.91,10.20.0.5,7752,tcp,0,0,0.01
2026-09-20T05:02:22.250000,10.20.0.91,10.20.0.5,5953,tcp,0,0,0.01
2026-09-20T05:02:22.500000,10.20.0.91,10.20.0.5,7415,tcp,0,0,0.01
2026-09-20T05:02:22.750000,10.20.0.91,10.20.0.5,1869,tcp,0,0,0.01
2026-09-20T05:02:23,10.20.0.91,10.20.0.5,1597,tcp,0,0,0.01
2026-09-20T05:02:23.250000,10.20.0.91,10.20.0.5,3634,tcp,0,0,0.01
2026-09-20T05:02:23.500000,10.20.0.91,10.20.0.5,36,tcp,0,0,0.01
2026-09-20T05:02:23.750000,10.20.0.91,10.20.0.5,5593,tcp,0,0,0.01
2026-09-20T05:02:24,10.20.0.91,10.20.0.5,5819,tcp,0,0,0.01
2026-09-20T05:02:24.250000,10.20.0.91,10.20.0.5,4784,tcp,0,0,0.01
2026-09-20T05:02:24.500000,10.20.0.91,10.20.0.5,8974,tcp,0,0,0.01
2026-09-20T05:02:24.750000,10.20.0.91,10.20.0.5,8553,tcp,0,0,0.01
2026-09-20T05:02:25,10.20.0.91,10.20.0.5,6126,tcp,0,0,0.01
2026-09-20T05:02:25.250000,10.20.0.91,10.20.0.5,1742,tcp,0,0,0.01
2026-09-20T05:02:25.500000,10.20.0.91,10.20.0.5,751,tcp,0,0,0.01
2026-09-20T05:02:25.750000,10.20.0.91,10.20.0.5,2690,tcp,0,0,0.01
2026-09-20T05:02:26,10.20.0.91,10.20.0.5,8068,tcp,0,0,0.01
2026-09-20T05:02:26.250000,10.20.0.91,10.20.0.5,2302,tcp,0,0,0.01
2026-09-20T05:02:26.500000,10.20.0.91,10.20.0.5,6705,tcp,0,0,0.01
2026-09-20T05:02:26.750000,10.20.0.91,10.20.0.5,1753,tcp,0,0,0.01
2026-09-20T05:02:27,10.20.0.91,10.20.0.5,4167,tcp,0,0,0.01
2026-09-20T05:02:27.250000,10.20.0.91,10.20.0.5,3210,tcp,0,0,0.01
2026-09-20T05:02:27.500000,10.20.0.91,10.20.0.5,3073,tcp,0,0,0.01
2026-09-20T05:02:27.750000,10.20.0.91,10.20.0.5,1979,tcp,0,0,0.01
2026-09-20T05:02:28,10.20.0.91,10.20.0.5,6438,tcp,0,0,0.01
2026-09-20T05:02:28.250000,10.20.0.91,10.20.0.5,3533,tcp,0,0,0.01
2026-09-20T05:02:28.500000,10.20.0.91,10.20.0.5,7489,tcp,0,0,0.01
2026-09-20T05:02:28.750000,10.20.0.91,10.20.0.5,3123,tcp,0,0,0.01
2026-09-20T05:02:29,10.20.0.91,10.20.0.5,5537,tcp,0,0,0.01
2026-09-20T05:02:29.250000,10.20.0.91,10.20.0.5,1766,tcp,0,0,0.01
2026-09-20T05:02:29.500000,10.20.0.91,10.20.0.5,6791,tcp,0,0,0.01
2026-09-20T05:02:29.750000,10.20.0.91,10.20.0.5,762,tcp,0,0,0.01
2026-09-20T05:04:09,10.20.0.35,93.184.216.35,443,tcp,6798,4390,6.88
2026-09-20T05:04:43,10.20.0.77,185.220.101.42,443,tcp,380,198,0.47
2026-09-20T05:07:10,10.20.0.25,93.184.215.12,443,tcp,255,17590,4.66
2026-09-20T05:07:45,10.20.0.13,93.184.216.34,443,tcp,7944,25675,10.38
2026-09-20T05:09:37,10.20.0.77,185.220.101.42,443,tcp,370,208,0.36
2026-09-20T05:09:55,10.20.0.33,93.184.216.34,443,tcp,6312,35265,2.66
2026-09-20T05:11:01,10.20.0.32,93.184.215.12,443,tcp,559,15669,10.78
2026-09-20T05:14:32,10.20.0.77,185.220.101.42,443,tcp,364,196,0.39
2026-09-20T05:18:00,10.20.0.17,93.184.214.88,443,tcp,5785,12300,2.12
2026-09-20T05:19:25,10.20.0.77,185.220.101.42,443,tcp,349,184,0.6
2026-09-20T05:24:27,10.20.0.77,185.220.101.42,443,tcp,366,198,0.57
2026-09-20T05:25:58,10.20.0.19,93.184.214.88,443,tcp,6380,35753,5.73
2026-09-20T05:29:33,10.20.0.77,185.220.101.42,443,tcp,349,190,0.56
2026-09-20T05:29:55,10.20.0.10,93.184.216.35,443,tcp,3935,24958,0.82
2026-09-20T05:30:08,10.20.0.34,93.184.216.34,443,tcp,5673,23030,9.72
2026-09-20T05:30:40,10.20.0.39,93.184.214.88,443,tcp,5824,29492,10.33
2026-09-20T05:30:48,10.20.0.23,93.184.216.35,80,tcp,4310,40573,11.05
2026-09-20T05:33:32,10.20.0.18,93.184.216.34,443,tcp,847,34008,11.06
2026-09-20T05:34:30,10.20.0.77,185.220.101.42,443,tcp,345,195,0.4
